"STATION","NAME","DATE","TMAX","TMIN","TOBS"
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-01-08","30","11",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-01-09","31","12",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-01-10","12","8",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-01-11","34","10",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-01-12","34","27",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-01-13","33","23",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-01-14","25","4",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-01-15","17","1",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-01-16","27","-2",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-01-17","30","22",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-01-18","41","25",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-01-19","41","16",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-01-20","17","15",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-01-21","24","14",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-01-22","25","16",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-01-23","19","10",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-01-24","21","15",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-01-25","16","4",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-01-26","19","-2",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-01-27","28","17",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-01-28","20","10",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-01-29","22","3",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-01-30","26","19",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-01-31","30","21",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-02-01","46","27",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-02-02","31","19",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-02-03","19","5",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-02-04","17","-6",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-02-05","24","3",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-02-06","38","22",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-02-07","33","20",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-02-08","44","20",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-02-09","40","30",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-02-10","30","26",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-02-11","41","20",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-02-12","20","7",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-02-13","15","-3",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-02-14","21","-2",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-02-15","29","17",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-02-16","50","27",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-02-17","32","17",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-02-18","30","15",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-02-19","20","12",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-02-20","47","20",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-02-21","31","23",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-02-22","26","17",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-02-23","19","14",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-02-24","25","10",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-02-25","22","15",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-02-26","31","20",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-02-27","32","20",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-02-28","33","17",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-03-01","34","19",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-03-02","33","12",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-03-03","26","8",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-03-04","36","7",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-03-05","49","27",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-03-06","52","32",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-03-07","32","20",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-03-08","37","13",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2022-03-09","34","27",
